2022-04-24 15:19:34.453 INFO  [27083] [Server::run@539] Server listening on localhost:1234
2022-04-24 15:19:37.432 INFO  [27087] [SGXORAMService::init_enclave@179] Trying to initialize the enclave with id 0
2022-04-24 15:19:38.433 DEBUG [27087] [ocall_printf@41] [enclave] Initializing crypto manager

2022-04-24 15:19:38.434 DEBUG [27087] [ocall_printf@41] [enclave] Initializing the remote attestation context...
2022-04-24 15:19:38.440 INFO  [27087] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Creating a new ECC system...

2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Key pair sampled! PK: 5ecdbad5a4d8132bb2e5e347e8a8f5fd8956971b9901b4e18070b120a5c485b9cc88887aaeb3207118479542a4ed188770f6af6b5588c0f544a22e0e4154b43a, SK: 335b2ff9e2c187958165bc9f387a4a4bed1be8fcc7407ae79701d0da5152d3ac
2022-04-24 15:19:38.443 INFO  [27177] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.443 DEBUG [27177] [SGXORAMService::generate_session_key@240] In server runner: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.443 DEBUG [27177] [ocall_printf@41] [enclave] Client public key: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] Shared key computed: ba93fc496ec93dd081be98778b2f2548240481bf78ff09626bb57a7542fc00c4
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] The session key is established! The key is c503ca2b7d7db68ce18c80c4531b0126
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::check_verification_message@570] The verification message is c4ee613908a6fd7e49d3328e11ef78693d45a6fed49ae14cbdf10a83e792cd1126
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] Decrypted message: Hello
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] The verification message is correct!
2022-04-24 15:19:38.494 INFO  [27087] [SGXORAMService::check_verification_message@579] The server has successfully verified the secret data.
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@47] ORAM Configuration:
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@48]   way: 16
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@49]   number: 200000
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@50]   bucket_size: 32
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@51]   type: 2
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@52]   constant: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@53]   round: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@54]   level: 5
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@55]   oram_type: 1
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::init_oram@487] The server has properly configured the ORAM.
2022-04-24 15:20:28.676 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.676 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23488

2022-04-24 15:20:28.676 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7b3060a1695d1f9ce39d29eae3169fe5325769e2dd240419ec93a1973a2d898a
2022-04-24 15:20:28.685 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.685 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23504

2022-04-24 15:20:28.685 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 06190777247164fc61eb68f748cbeba974ee22dc784fc9ee6dbbd66c27a38dbb
2022-04-24 15:20:28.694 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.694 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23520

2022-04-24 15:20:28.694 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4f1163879e5792b5f16c3562abd38769bfb637f61eac2b2df3d3557f5b9790d3
2022-04-24 15:20:28.703 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.703 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23536

2022-04-24 15:20:28.704 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 744756bee069f6d9708123489677fc19453d2380b6f55190a0289fb75142df96
2022-04-24 15:20:28.713 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.713 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23552

2022-04-24 15:20:28.713 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 529c5e7c8950d87b225ed9b5804e8802d6eec3497bcbb75143da664405bdd1e6
2022-04-24 15:20:28.723 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.723 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23568

2022-04-24 15:20:28.723 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7180823ffccbb9e5e4662731cce7fb1f27b62ba007b02eb783e6722dd749a107
2022-04-24 15:20:28.732 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.732 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23584

2022-04-24 15:20:28.732 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d76544ecc2fdaba7d395e4117427bc490ff0ef76eb10676b5b0a06a01e24687f
2022-04-24 15:20:28.741 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.741 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23600

2022-04-24 15:20:28.742 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4e85c4282454fcb0fa5144a87239717790b574c2f5e169a063cc47f5eba7d1b5
2022-04-24 15:20:28.751 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.751 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23616

2022-04-24 15:20:28.751 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f9f723060948def53899a8ce21e8bfad489e99bd86004b0d15ef9034304ba941
2022-04-24 15:20:28.761 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.761 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23632

2022-04-24 15:20:28.761 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b29c76dd64feed19705efe7b756693622ff1fd24bcac861373cfd5603221fa31
2022-04-24 15:20:28.769 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.769 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23648

2022-04-24 15:20:28.770 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fdd08f215302290532f9c69e4acc35f87dadf17a50e498988b4dbdbd629775df
2022-04-24 15:20:28.778 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.778 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23664

2022-04-24 15:20:28.779 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 81e5b10c934b43ecc3d64497fe60797343079caac3fe92b1ed47c732b1c2386d
2022-04-24 15:20:28.788 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.788 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23680

2022-04-24 15:20:28.789 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 51d76a81400c11297208ae2205ee2a039423555f9925b1a99d1577504874f846
2022-04-24 15:20:28.798 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.798 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23696

2022-04-24 15:20:28.798 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e142ecd9372577f090e9178d96205333ed04feff4c6f83a25507b63ec57c2c1a
2022-04-24 15:20:28.807 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.807 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23712

2022-04-24 15:20:28.808 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6353a7557a0481962c8051bda7c1682ab8debdef7b0ea914ca78375be62d9802
2022-04-24 15:20:28.816 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.816 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23728

2022-04-24 15:20:28.816 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f77e8ae739602d5f0290861ac27d25babfa004fcf69969e973b58e92905c1304
2022-04-24 15:20:28.825 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.825 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23744

2022-04-24 15:20:28.825 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 83c3fb820d853a7aa0fde67931810cb085b16e1de38c11a005b8d42b9cfd269c
2022-04-24 15:20:28.835 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.835 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23760

2022-04-24 15:20:28.835 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 729861b161ad714ef83fa06a517af182d39ad4fb6b2fe0baf0b0fbdd33bc35f8
2022-04-24 15:20:28.845 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.845 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23776

2022-04-24 15:20:28.845 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 88c916ede99694d1c76e3c1cdd1b080ebca1d38ddf17b8e98fafc7ecaedd0cc2
2022-04-24 15:20:28.853 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.853 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23792

2022-04-24 15:20:28.854 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3474498760477904b67521e7e110aa41dc7656a36cf25644fe88d45584434060
2022-04-24 15:20:28.863 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.863 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23808

2022-04-24 15:20:28.864 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 75669c45ef52594d547c460bf5b7a022318d1048d8b0876ad6b558fece5cb944
2022-04-24 15:20:28.873 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.873 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23824

2022-04-24 15:20:28.874 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 879b45241ae065bd54ad8d621b2923f70b2bf62c854873b3af7028f60b74b064
2022-04-24 15:20:28.883 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.883 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23840

2022-04-24 15:20:28.883 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c644d3a77dafca6cdd3bc2fe650e7abec9a9170ecd6e6f21c19991819f2e0e3c
2022-04-24 15:20:28.892 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.892 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23856

2022-04-24 15:20:28.893 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: dc0c0230488b956f2d7ed954a3b345e8617c5683c8f34b50dd7fc798290021f6
2022-04-24 15:20:28.901 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.901 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23872

2022-04-24 15:20:28.902 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e5e4bfa9f7935f5720ebb2e7660854e1e064a1de8327de75eb1584311cca5516
2022-04-24 15:20:28.911 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.911 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23888

2022-04-24 15:20:28.912 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 759146db5193fc7a3921bdf8c30effe53c3968210bc294b0c95cdfa50b08c249
2022-04-24 15:20:28.921 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.921 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23904

2022-04-24 15:20:28.921 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d94ce90181f5e69a3a12889c8828511207069c24bacf315b03e633ffebbdc411
2022-04-24 15:20:28.930 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.930 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23920

2022-04-24 15:20:28.931 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: af916a65e11de8fabe8e74fad28718eca451c587ab8038ec587b01bfaffa3caf
2022-04-24 15:20:28.940 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.940 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23936

2022-04-24 15:20:28.941 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: aae7ea6c9cb41298a5a5f518f6742fb3ca09afb0cc81c8c63b7692ea9c404497
2022-04-24 15:20:28.950 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.950 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23952

2022-04-24 15:20:28.950 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 72b274b18aee82e41d281d30f12ec5604ce61bd017f4c10982621b3c9e615799
2022-04-24 15:20:28.960 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.960 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23968

2022-04-24 15:20:28.960 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ed1aac3444d6797bc3ff88fd84e000d64719f635686de577222b4ec2028f317f
2022-04-24 15:20:28.969 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.969 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 23984

2022-04-24 15:20:28.970 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f171dbaa90073a5e9016a73b9bc3cd9a8d8497308a36f68184e0ae938a83fedf
2022-04-24 15:20:28.978 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.978 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24000

2022-04-24 15:20:28.979 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5ddff51173b3ed70f2b0cae45e6aaaa312a48c0b198ceea3908df85502afa0f8
2022-04-24 15:20:28.988 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.988 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24016

2022-04-24 15:20:28.988 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 94c0de976faf77a77e0d79d8919f0fd54cfbbd556a9021b08a239b06e4cd7f25
2022-04-24 15:20:28.998 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:28.998 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24032

2022-04-24 15:20:28.998 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 683b7eb972410750bc008f9882ab5fee608b35c4a11f651b2ab3929e95dea001
2022-04-24 15:20:29.008 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.008 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24048

2022-04-24 15:20:29.008 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b4701e04a9427ac9c17093cad9b13e7072844a6ba3d9dc2c6e284834209f3fc3
2022-04-24 15:20:29.016 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.016 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24064

2022-04-24 15:20:29.017 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b9552acb9ff08ce109c20a38348023b9b5af1a76354bf78a2447770cf19a04b1
2022-04-24 15:20:29.026 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.026 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24080

2022-04-24 15:20:29.026 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 176e69ce37c98aa18a89c83991d0fae5c805989b5d17db893c4e0e9e97e5ff27
2022-04-24 15:20:29.036 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.036 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24096

2022-04-24 15:20:29.036 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 17e32b68229fc981634a7a5127501096142ce8d4fb7034bbaaff5c8062ed9255
2022-04-24 15:20:29.045 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.045 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24112

2022-04-24 15:20:29.046 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2cf94ff1289bb5ebaf30739200fa3b45d6f985108568bafab9bde9b5064562c7
2022-04-24 15:20:29.054 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.054 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24128

2022-04-24 15:20:29.054 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6a77e222e8ce09d96e41c7fc3636c5244e6ca3d73046ae803fbfc5f28e988de2
2022-04-24 15:20:29.063 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.063 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24144

2022-04-24 15:20:29.063 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fc35ad644c3e5537b86cc5af0f3c30eac5afee1f4c1aefe269da4ce06315211a
2022-04-24 15:20:29.073 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.073 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24160

2022-04-24 15:20:29.073 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 925ef0b899d6d4c191f66c1ccdae139595be37aae849cccd671c2a26ec184ace
2022-04-24 15:20:29.083 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.083 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24176

2022-04-24 15:20:29.083 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f5ce85121526869d1a6717d6836744c049d86b4d0a8bb333bafe36b0e87a5501
2022-04-24 15:20:29.091 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.091 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24192

2022-04-24 15:20:29.092 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c4125e8602be9280233d2b3f5e6f68156846668fd4609e3073a4b0e46e6ae5f9
2022-04-24 15:20:29.100 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.100 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24208

2022-04-24 15:20:29.100 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c4f4c12e53beabe4a1540fbaa03074c9a38425c3b8a35dc9be63638aa0e13d71
2022-04-24 15:20:29.110 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.110 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24224

2022-04-24 15:20:29.110 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 04641d3e2a5e8146af05d880e87414c9c955290c40e51139d265a478f8d22a48
2022-04-24 15:20:29.120 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.120 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24240

2022-04-24 15:20:29.120 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 75f8ba73c1bb3b937af650e90e682b7c26f4e03c5bd0999190360aac7c9a70f8
2022-04-24 15:20:29.129 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.129 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24256

2022-04-24 15:20:29.130 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 13f584e2115401e661e024eab873db06e452446e18d5477ab33e8d75b039fbb2
2022-04-24 15:20:29.139 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.139 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24272

2022-04-24 15:20:29.140 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b78ffd8e699b3f5f897f4b817c23865c6a5e8242f6197eb79bcf20866347b941
2022-04-24 15:20:29.149 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.149 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24288

2022-04-24 15:20:29.150 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1c82f4f5d3c8b30204b34d40c33831765e7b4946c68eed955e720437ad497c85
2022-04-24 15:20:29.159 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.159 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24304

2022-04-24 15:20:29.159 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: adc958e3e144bcf3b2d9b757e715da94e24ce7f42fdfdb296b0caabe8e757fc3
2022-04-24 15:20:29.169 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.169 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24320

2022-04-24 15:20:29.169 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 29ccea7b3c89840ec219b8c1fbe3267cd8e83ac6d449956d7550ef52a506097e
2022-04-24 15:20:29.178 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.178 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24336

2022-04-24 15:20:29.179 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1671015246104204aeb774de7c9f411e2e2b866d17c61646b783ede5099640eb
2022-04-24 15:20:29.188 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.188 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24352

2022-04-24 15:20:29.188 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: de498808b698a7c9604024455d7a87bbd51d0d7a4ee1b9205461f3d45b03450e
2022-04-24 15:20:29.198 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.198 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24368

2022-04-24 15:20:29.198 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: db1cdac9f902dc4b6caadd5e265d0ad4e8e2ba7883cfc32c1bb254149f72a33c
2022-04-24 15:20:29.208 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.208 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24384

2022-04-24 15:20:29.208 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c171ff7bb709e88a989c65c67d98767a1ef6664c122f629145e89642de3c998b
2022-04-24 15:20:29.217 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.218 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24400

2022-04-24 15:20:29.218 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 273d0d73d7658bab715f5863677e4f27cb76bb74ea2c128c6c4dd33f644d5458
2022-04-24 15:20:29.227 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.227 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24416

2022-04-24 15:20:29.228 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: da18377de3a0d02b810d65309984517de9be2954e52a02ad644d27e4d597c5e1
2022-04-24 15:20:29.237 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
2022-04-24 15:20:29.237 DEBUG [27087] [ocall_printf@41] [enclave] slot_size: 32, permutation_size: 200000, offset: 24432

2022-04-24 15:20:29.238 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 029888575027b40ceb59e83737b331280e39c046dbaed082f6f8962adce8cf9a
2022-04-24 15:20:29.247 DEBUG [27087] [ocall_printf@41] [enclave] Populating leaf slot...
